source,binarize,gt,lt,vol,k,balance_labeled_data,vectorize_label,num_of_training_examples,features,outputs,h1,h2,epochs,Lambda,Reg,alpha,experiment_time,last_mean_training_loss,last_mean_validation_loss,last_mean_training_loss_slope,last_mean_validation_loss_slope,best_last_epoch,best_last_mean_validation_loss
GQ,True,2.0,5.0,1000,17,True,True,2,17,2,5,5,100,0.0001,L1,0.01,0.93,0.23,0.7,-0.0016828282828299998,-0.000119191919192,99.0,0.7
GQ,True,1.0,100.0,0,50,False,True,28,50,2,47,47,100,0.001,L1,0.1,1.88,0.01,0.13,-7.08152958153e-05,-0.00133013468013,99.0,0.13
GQ,True,1.0,10.0,1000,61,False,True,25,61,2,28,28,100,1.0,L1,0.001,1.56,0.36,0.54,-0.00166121212121,-0.000370909090909,99.0,0.54
GQ,True,2.0,5.0,1000,51,False,True,7,51,2,18,18,100,0.0001,L2,0.1,1.09,0.01,1.68,-0.00013362193362200002,0.00108838383838,-inf,inf
GQ,True,2.0,20.0,0,31,False,True,16,31,2,28,28,100,0.1,L2,0.0001,1.3,0.28,0.35,-0.0016,-0.00035050505050499995,99.0,0.35
GQ,True,2.0,5.0,1000,84,True,True,2,84,2,40,40,100,0.001,L2,0.01,0.95,0.03,0.2,-0.000173737373737,-0.00043030303030300017,99.0,0.2
GQ,True,2.0,100.0,1000,14,True,True,4,14,2,6,6,100,0.001,L2,0.1,1.02,0.02,0.01,-0.000183838383838,-0.00014040404040399998,99.0,0.01
GQ,True,1.0,100.0,100,22,True,True,4,22,2,5,5,100,0.001,L2,0.1,1.05,0.02,1.86,-0.000221717171717,0.00392828282828,-inf,inf
GQ,True,1.0,10.0,100,73,True,True,4,73,2,38,38,100,0.001,L1,0.01,1.04,0.01,0.31,-0.00011313131313100001,-0.00137676767677,99.0,0.31
GQ,True,2.0,5.0,100,75,True,True,2,75,2,45,45,100,0.01,L1,0.1,0.95,0.02,0.41,0.00016818181818200004,-0.00237474747475,99.0,0.41
GQ,True,0.0,5.0,1000,92,False,True,20,92,2,44,44,100,0.01,L1,0.0001,1.55,0.2,0.72,-0.00153752525253,0.00010858585858600003,44.0,0.72
GQ,True,2.0,20.0,100,63,True,True,4,63,2,41,41,100,0.001,L2,0.01,0.91,0.02,2.37,-0.000200505050505,0.00275555555556,-inf,inf
GQ,True,1.0,20.0,0,41,False,True,27,41,2,22,22,100,1.0,L2,0.1,1.63,0.01,0.89,-0.00011197156752700001,0.0015671717171700005,-inf,inf
GQ,True,2.0,100.0,1000,70,False,True,17,70,2,9,9,100,0.0001,L1,0.1,1.28,0.02,1.98,-0.000214616755793,0.00027601010101,-inf,inf
GQ,True,1.0,50.0,1000,32,False,True,28,32,2,20,20,100,0.1,L1,0.1,1.55,0.01,0.01,-0.00010851370851399999,-8.78787878788e-05,99.0,0.01
GQ,True,2.0,50.0,100,79,False,True,17,79,2,32,32,100,0.001,L2,0.01,1.35,0.02,1.32,-0.000180392156863,0.00115631313131,1.0,0.94
GQ,True,0.0,20.0,1000,19,True,True,5,19,2,15,15,100,0.01,L1,0.1,1.01,0.03,1.8,-0.00013252525252500002,0.021226262626299997,46.0,1.12
GQ,True,1.0,5.0,0,92,True,True,2,92,2,52,52,100,0.001,L2,0.1,0.98,0.0,1.26,-2.67676767677e-05,0.000413131313131,1.0,1.2
GQ,True,1.0,50.0,0,2,True,True,4,2,2,1,1,100,0.1,L1,0.001,0.98,0.39,0.47,-0.000767424242424,0.00025757575757599994,4.0,0.45
GQ,True,0.0,50.0,1000,33,False,True,30,33,2,27,27,100,0.1,L2,0.0001,1.75,0.34,0.85,-0.00258929292929,-0.00057037037037,99.0,0.85
GQ,True,0.0,5.0,0,30,True,True,4,30,2,28,28,100,1.0,L1,0.001,0.94,0.52,0.73,0.00030303030302999994,0.00137070707071,28.0,0.6
GQ,True,0.0,10.0,100,55,True,True,5,55,2,7,7,100,0.01,L2,0.0001,1.14,0.42,0.47,-0.00107131313131,0.0004282828282830001,7.0,0.43
GQ,True,0.0,20.0,0,51,True,True,5,51,2,3,3,100,0.01,L1,0.001,1.02,0.35,0.64,-0.00134747474747,-0.000142424242424,4.0,0.63
GQ,True,1.0,20.0,0,14,False,True,27,14,2,10,10,100,0.0001,L1,0.001,1.6,0.18,0.59,-0.0015851103628900002,-0.0005582491582490001,99.0,0.59
GQ,True,0.0,10.0,1000,49,True,True,5,49,2,47,47,100,0.01,L2,0.1,1.1,0.0,0.31,-2e-05,-0.00125757575758,99.0,0.31
GQ,True,0.0,50.0,1000,55,False,True,30,55,2,52,52,100,0.001,L2,0.1,1.73,0.01,0.0,-8.86868686869e-05,2.34006734007e-05,62.0,0.0
GQ,True,1.0,50.0,1000,52,True,True,4,52,2,28,28,100,1.0,L1,0.0001,0.99,0.83,0.79,-0.0028909090909099997,-0.0015111111111099998,99.0,0.79
GQ,True,2.0,50.0,100,3,True,True,4,3,2,1,1,100,0.0001,L1,0.01,0.98,0.4,1.84,-0.00307626262626,0.00124242424242,8.0,1.65
GQ,True,0.0,100.0,100,83,True,True,5,83,2,38,38,100,0.1,L1,0.01,1.06,0.21,1.47,-0.0005745454545449999,0.004959595959600001,38.0,1.17
GQ,True,1.0,5.0,100,60,True,True,2,60,2,42,42,100,0.1,L2,0.001,0.98,0.26,1.08,-0.0020626262626300003,0.00204747474747,-inf,inf
GQ,True,0.0,5.0,100,35,True,True,4,35,2,11,11,100,0.0001,L2,0.001,1.04,0.13,0.86,-0.000586616161616,-0.00273838383838,99.0,0.86
GQ,True,0.0,5.0,100,30,True,True,4,30,2,19,19,100,0.01,L2,0.01,1.04,0.04,0.66,-0.000298484848485,0.0003404040404040001,-inf,inf
GQ,True,0.0,50.0,1000,55,False,True,30,55,2,52,52,60,0.001,L2,0.1,1.01,0.01,0.0,-0.000251694915254,-3.38983050847e-05,59.0,0.0
GQ,True,0.0,10.0,1000,55,False,True,27,55,2,52,52,60,0.001,L2,0.1,0.94,0.02,0.88,-0.000257585268885,0.000395951035782,3.0,0.72
GQ,True,0.0,10.0,1000,55,False,True,27,55,2,52,52,60,0.001,L2,0.1,0.98,0.01,1.1,-0.00016970077422100006,0.000437853107345,-inf,inf
GQ,True,0.0,10.0,1000,10,False,True,27,10,2,52,52,60,0.001,L2,0.1,1.06,0.01,0.82,-0.000156413475623,0.000971751412429,-inf,inf
GQ,True,0.0,10.0,1000,56,False,True,27,56,2,52,52,60,0.001,L2,0.1,1.09,0.01,0.99,-0.00019083490269900002,-0.000556497175141,59.0,0.99
GQ,True,0.0,10.0,1000,47,False,True,27,47,2,14,14,150,0.01,L2,0.1,2.86,0.01,0.84,-4.77421493081e-05,0.00106853094705,2.0,0.43
GQ,True,0.0,10.0,1000,47,False,True,27,47,2,14,14,150,0.01,L2,0.1,2.94,0.01,0.9,-4.70295799155e-05,0.000535421327368,69.0,0.87
GQ,True,0.0,10.0,1000,47,False,True,27,47,2,14,14,150,0.01,L2,0.1,2.96,0.01,0.92,-5.79169773801e-05,0.000299627143922,114.0,0.91
GQ,True,2.0,20.0,0,47,False,True,16,47,2,14,14,150,0.01,L2,0.1,2.49,0.02,0.51,-0.000125139821029,-0.003164205816550001,1.0,0.2
GQ,True,2.0,20.0,0,47,False,True,16,47,2,14,14,150,0.01,L2,0.1,2.35,0.01,0.01,-4.24496644295e-05,-5.53691275168e-05,149.0,0.01
GQ,True,2.0,20.0,0,47,True,True,4,47,2,14,14,150,0.01,L2,0.1,1.85,0.03,0.17,-0.00011006711409399996,0.00182818791946,76.0,0.1
GQ,True,2.0,20.0,0,47,True,True,4,47,2,14,14,70,0.01,L2,0.1,0.81,0.02,1.16,-0.00017132505176,-0.00901863354037,69.0,1.16
GQ,True,2.0,20.0,0,47,True,True,4,47,2,14,14,70,0.01,L2,0.1,0.8,0.02,0.72,-0.000144927536232,0.00385093167702,-inf,inf
GQ,True,2.0,20.0,0,47,True,True,4,47,2,14,14,70,0.01,L2,0.1,0.82,0.01,0.02,-5.5900621118e-05,4.55486542443e-05,36,0.01
