source,binarize,gt,lt,vol,balance_labeled_data,num_of_training_examples,features,outputs,h1,h2,epochs,Lambda,Reg,alpha,experiment_time,last_mean_training_loss,last_mean_validation_loss,last_mean_training_loss_slope,last_mean_validation_loss_slope,best_last_epoch,best_last_mean_validation_loss
G,True,0,10.0,0,True,86,29,2,100,100,100,1.0,L2,0.1,2.93,0.71,0.96,0.00029980032887,-0.00027129186602900003,99,0.96
G,True,0,10.0,0,True,86,29,2,10,10,100,0.1,L2,0.0001,1.95,0.68,0.69,-0.00021187455954900004,5.92769803296e-05,79,0.69
G,True,0,10.0,0,True,86,29,2,5,5,100,0.001,L1,0.1,1.89,0.07,1.96,-0.0006643763213530001,0.00914976076555,5,0.78
G,True,0,10.0,0,True,86,29,2,10,10,100,0.001,L2,0.0001,1.97,0.3,0.9,-0.0016810194973,0.00176900584795,5,0.77
G,True,0,10.0,0,True,86,29,2,10,10,100,0.001,L2,0.0001,1.95,0.53,0.87,-0.00311094667606,0.000579053694843,74,0.87
G,True,0,10.0,0,True,86,29,2,100,100,100,0.1,L1,0.1,3.43,0.17,2.58,-0.0017365985435799998,0.008381977671449999,13,1.19
G,True,0,10.0,0,False,819,12,2,2,2,100,0.0001,L1,0.001,18.82,0.19,0.28,-0.0013354337021,0.000437356519743,62,0.27
G,True,0,10.0,0,False,819,12,2,100,100,100,0.1,L1,0.1,32.84,0.27,0.28,0.0009489128155790001,2.11432506887e-05,98,0.28
Q,True,0,10.0,0,False,23935,6,2,15,15,10,0.001,L1,0.001,49.49,0.32,0.34,0.00013477241603400002,-2.16416455449e-05,9,0.34
G,True,0,10.0,0,False,819,12,2,50,50,100,0.1,L2,0.001,22.12,0.16,0.27,-0.00036109076109099996,9.66425619834e-05,2,0.26
G,True,0,10.0,0,False,819,12,2,1,1,100,1.0,L1,0.1,18.11,0.22,0.28,-0.0008602631935970001,0.000185761019284,87,0.27
G,True,0,10.0,0,False,819,12,2,1,1,100,1.0,L2,0.0001,18.21,0.23,0.33,-0.00166566396566,-0.000688412534435,99,0.33
G,True,0,10.0,0,False,819,12,2,10,10,100,0.001,L2,0.1,19.72,0.07,0.4,-0.0006571157237819999,0.00187490243343,22,0.27
G,True,0,10.0,0,False,819,12,2,50,50,100,0.0001,L2,0.01,23.31,0.02,0.57,-0.00022395382395400004,0.0013027835169900001,10,0.27
Q,True,0,10.0,0,False,5983,6,2,10,10,10,0.1,L2,0.001,12.57,0.31,0.32,-0.00217328727691,-0.000166666666667,9,0.32
G,True,0,10.0,0,False,819,12,2,10,10,100,0.01,L1,0.001,18.51,0.06,0.31,-0.000519225219225,0.000246326905418,4,0.27
Q,True,0,10.0,0,False,5983,6,2,1,1,10,1.0,L1,0.001,11.81,0.31,0.32,-0.00301101268409,-0.000208961691801,9,0.32
Q,True,0,10.0,0,False,5983,6,2,10,10,10,0.0001,L2,0.1,12.7,0.36,0.32,0.00371567589652,0.0006602530767899999,8,0.32
G,True,0,10.0,0,False,819,12,2,2,2,100,0.1,L1,0.0001,18.5,0.22,0.3,-0.000628159494826,-0.000367033976125,99,0.3
Q,True,0,10.0,0,False,5983,6,2,10,10,10,0.0001,L1,0.001,11.9,0.35,0.32,0.00309278139915,5.81556595597e-05,6,0.32
G,True,0,10.0,0,False,819,12,2,5,5,100,0.1,L1,0.001,17.78,0.05,0.32,-0.000396135962803,0.000573077364555,23,0.28
Q,True,0,10.0,0,False,5983,6,2,1,1,10,1.0,L1,0.001,11.27,0.35,0.32,0.00111662673872,-0.000398335933437,9,0.32
Q,True,0,10.0,0,False,5983,6,2,5,5,10,0.01,L2,0.0001,11.62,0.33,0.34,-0.0029149813360100003,-0.0016288784884700002,9,0.34
Q,True,0,10.0,0,False,5983,6,2,10,10,10,1.0,L1,0.01,11.36,0.35,0.32,0.0019830816944300003,0.000129398509274,7,0.32
Q,True,0,10.0,0,False,5983,6,2,1,1,10,1.0,L1,0.1,10.86,0.34,0.33,0.000439448808662,-0.0012698041255,1,0.32
Q,True,0,10.0,0,False,5983,6,2,5,5,10,0.001,L2,0.0001,11.78,0.46,0.39,-0.00789954872138,-0.00684434044028,9,0.39
Q,True,0,10.0,0,False,5983,6,2,1,1,10,1.0,L2,0.001,11.26,0.36,0.33,-0.00028824261333,-0.000160339746923,9,0.33
Q,True,0,10.0,0,True,1236,6,2,2,2,10,0.01,L2,0.01,2.53,0.69,0.69,-0.00014428263214700005,0.000430188679245,8,0.69
Q,True,0,10.0,0,True,1236,6,2,5,5,10,0.001,L2,0.001,2.51,0.69,0.69,-0.000355267889248,-1.97064989517e-05,9,0.69
Q,True,0,10.0,0,True,1236,6,2,2,2,10,0.01,L2,0.0001,2.38,0.69,0.69,7.1736785329e-05,-1.42557651992e-05,9,0.69
Q,True,0,10.0,0,True,1236,6,2,10,10,10,1.0,L2,0.1,2.5,0.71,0.71,-0.00073507731032,-0.0014737945492699998,9,0.71
Q,True,0,10.0,0,True,1236,6,2,10,10,10,1.0,L1,0.01,2.57,0.69,0.7,-5.84322186264e-05,2.97693920335e-05,8,0.7
Q,True,0,10.0,0,True,1236,6,2,5,5,10,1.0,L1,0.1,2.46,0.7,0.72,-0.00189823804387,0.00417316561845,1,0.7
Q,True,0,10.0,0,True,1236,6,2,15,15,10,0.01,L1,0.01,2.69,0.7,0.7,-0.00033189500179800003,-0.0011857442348,9,0.7
Q,True,0,10.0,0,True,1236,6,2,5,5,10,0.1,L1,0.0001,2.52,0.71,0.7,-0.00333872707659,-0.000870440251572,9,0.7
Q,True,0,10.0,0,True,1236,6,2,5,5,10,0.001,L2,0.01,2.64,0.69,0.69,-0.00046314275440499994,0.000104402515723,8,0.69
Q,True,0,10.0,0,True,1236,6,2,1,1,10,0.0001,L1,0.001,2.5,0.69,0.69,-3.95541172238e-06,-0.00033501048218000004,9,0.69
G,True,0,10.0,0,False,819,5,2,10,10,100,0.01,L1,0.001,19.47,0.03,0.33,-0.00021277241277200005,0.000170483241506,6,0.28
Q,True,0,10.0,0,True,1236,6,2,10,10,100,1.0,L1,0.0001,27.42,0.69,0.69,-4.77248210258e-05,-4.06746712407e-05,99,0.69
G,True,0,10.0,0,False,819,5,2,100,100,100,1.0,L2,0.0001,27.58,0.21,0.27,-0.000835056301723,-9.71189164371e-05,99,0.27
Q,True,0,10.0,0,True,1236,6,2,2,2,100,0.01,L1,0.1,25.63,0.69,0.74,-0.0004866627439440001,0.000181250238231,9,0.72
G,True,0,10.0,0,False,819,5,2,15,15,100,0.01,L1,0.001,18.67,0.05,0.31,-0.00038871868871900004,0.000208425160698,10,0.27
Q,True,0,10.0,0,True,1236,6,2,5,5,100,1.0,L2,0.0001,26.61,0.69,0.69,-1.65522539309e-05,-6.46235944349e-05,99,0.69
G,True,0,10.0,0,False,819,5,2,5,5,100,0.01,L2,0.0001,18.48,0.23,0.33,-0.00188347208347,-0.000577238292011,99,0.33
G,True,0,10.0,0,False,819,5,2,1,1,100,1.0,L2,0.001,17.86,0.18,0.28,-0.000921532788199,0.000186185720845,77,0.27
Q,True,0,10.0,0,True,1236,6,2,15,15,100,0.1,L1,0.001,27.14,0.6,0.81,-0.0007347577718939997,0.00115225080999,7,0.7
G,True,0,10.0,0,False,819,5,2,2,2,100,0.001,L2,0.01,18.71,0.22,0.28,-0.0014171273171300002,0.000480331726355,29,0.26
Q,True,0,10.0,0,True,1236,6,2,10,10,100,1.0,L2,0.0001,27.04,0.69,0.7,-0.000304786538524,0.00021783114160499998,50,0.69
G,True,0,10.0,0,False,819,5,2,2,2,100,1.0,L1,0.01,18.21,0.03,0.43,-0.00029072409072400005,0.00102845500459,1,0.26
G,True,0,10.0,0,False,819,5,2,15,15,100,0.001,L1,0.01,18.97,0.24,0.27,0.00167751877752,6.98461891644e-05,96,0.27
Q,True,0,10.0,0,True,1236,6,2,10,10,100,0.001,L2,0.0001,26.99,0.68,0.7,-0.000109261710961,-9.17667238421e-05,99,0.7
G,True,0,10.0,0,False,819,5,2,10,10,100,0.001,L2,0.001,18.49,0.26,0.26,0.00103948397282,1.35789715335e-05,98,0.26
Q,True,0,10.0,0,True,1236,6,2,5,5,100,0.1,L1,0.01,25.96,0.69,0.7,2.09841129744e-05,-3.07489994281e-05,99,0.7
G,True,0,10.0,0,False,819,5,2,1,1,100,0.0001,L2,0.1,18.0,0.07,0.43,-0.000744169410836,0.00190145775941,19,0.27
Q,True,0,10.0,0,True,1236,6,2,1,1,100,0.1,L2,0.01,25.56,0.68,0.71,-0.000217648981727,0.000138837430913,12,0.69
Q,True,0,10.0,0,True,1236,6,2,5,5,100,1.0,L2,0.01,26.36,0.68,0.7,-0.000233370108855,0.00017974461597099997,35,0.69
Q,True,0,10.0,0,True,1236,6,2,1,1,100,0.001,L1,0.01,24.73,0.64,0.74,-0.00134179006897,0.000851850581284,33,0.69
