source,binarize,gt,lt,vol,k,balance_labeled_data,vectorize_label,num_of_training_examples,features,outputs,h1,h2,epochs,Lambda,Reg,alpha,experiment_time,last_mean_training_loss,last_mean_validation_loss,last_mean_training_loss_slope,last_mean_validation_loss_slope,best_last_epoch,best_last_mean_validation_loss
GQ,True,1.0,10.0,0,25,False,True,20,25,2,9,9,100,0.01,L1,0.001,1.51,0.4,0.41,-0.0032370707070700005,-0.0031734006734,99.0,0.41
GQ,True,0.0,50.0,100,82,False,True,24,82,2,29,29,100,0.01,L2,0.1,1.81,0.03,0.01,-0.000271675084175,-0.000129292929293,99.0,0.01
GQ,True,0.0,10.0,1000,59,False,True,21,59,2,10,10,100,0.1,L2,0.1,1.59,0.02,0.01,-0.000170322270322,-0.000128956228956,99.0,0.01
GQ,True,1.0,5.0,100,80,False,True,17,80,2,61,61,100,1.0,L1,0.1,1.53,0.02,0.02,-0.000175163398693,-0.000156060606061,99.0,0.02
GQ,True,0.0,50.0,1000,59,False,True,24,59,2,43,43,100,0.001,L1,0.0001,1.63,0.2,0.2,-0.0006766835016840001,-0.0007239057239060001,99.0,0.2
GQ,True,1.0,50.0,100,3,False,True,23,3,2,2,2,100,0.0001,L2,0.01,1.53,0.08,0.07,-0.000715239350022,-0.000624579124579,99.0,0.07
GQ,True,0.0,20.0,0,78,False,True,23,78,2,55,55,100,0.01,L2,0.01,1.87,0.02,1.72,-0.000154633289416,0.00153973063973,-inf,inf
GQ,True,1.0,10.0,100,32,False,True,20,32,2,3,3,100,0.1,L1,0.01,1.46,0.1,0.09,-0.000700858585859,-0.000653872053872,99.0,0.09
GQ,True,0.0,100.0,1000,83,False,True,24,83,2,54,54,100,1.0,L2,0.001,1.74,0.14,0.14,-0.000341792929293,-0.000309427609428,99.0,0.14
GQ,True,0.0,5.0,100,69,False,True,18,69,2,64,64,100,1.0,L2,0.001,1.67,0.16,0.16,-0.000530303030303,-0.000475252525252,99.0,0.16
GQ,True,2.0,10.0,1000,90,False,True,11,90,2,6,6,100,1.0,L2,0.1,1.26,0.06,4.16,-0.000529384756657,0.0116585858586,1.0,0.36
GQ,True,0.0,100.0,1000,31,False,True,24,31,2,26,26,100,0.01,L2,0.001,1.64,0.07,0.07,-0.000492213804714,-0.00043535353535400004,99.0,0.07
GQ,True,1.0,5.0,100,7,False,True,17,7,2,4,4,100,0.001,L1,0.001,1.42,0.32,0.31,-0.00156827094474,-0.00156161616162,99.0,0.31
GQ,True,2.0,10.0,100,49,False,True,11,49,2,15,15,100,0.0001,L2,0.1,1.26,0.04,3.46,-0.00042387511478400017,0.0104464646465,3.0,0.53
GQ,True,0.0,5.0,1000,61,False,True,18,61,2,55,55,100,0.001,L2,0.0001,1.47,0.45,0.41,-0.00254214365881,-0.0023050505050500004,99.0,0.41
GQ,True,0.0,50.0,100,33,False,True,24,33,2,2,2,100,0.0001,L1,0.001,1.41,0.33,0.34,-0.0018541245791199997,-0.00182828282828,99.0,0.34
GQ,True,2.0,5.0,100,86,False,True,8,86,2,13,13,100,0.01,L2,0.01,1.13,0.12,0.09,-0.000965909090909,-0.000753535353535,99.0,0.09
GQ,True,2.0,50.0,1000,91,False,True,13,91,2,36,36,100,1.0,L1,0.0001,1.43,0.63,0.66,-0.0022480963481,0.0007631313131310001,32.0,0.62
GQ,True,1.0,50.0,1000,16,False,True,23,16,2,10,10,100,0.001,L2,0.0001,1.54,0.24,0.25,-0.0006084321475630001,-0.000332996632997,99.0,0.25
GQ,True,0.0,10.0,0,84,False,True,21,84,2,79,79,100,1.0,L1,0.01,1.74,0.1,0.09,-0.0006890331890329999,-0.000635353535354,99.0,0.09
GQ,True,1.0,50.0,1000,12,False,True,23,12,2,2,2,100,0.0001,L2,0.001,1.58,0.47,0.47,-0.00290953008344,-0.0029070707070700005,99.0,0.47
GQ,True,2.0,20.0,0,78,False,True,12,78,2,50,50,100,0.01,L1,0.1,1.36,0.02,2.11,-9.856902356899998e-05,0.0005095959595959999,71.0,2.1
GQ,True,2.0,50.0,0,6,False,True,13,6,2,4,4,100,1.0,L2,0.0001,1.25,0.76,0.7,-0.000823465423465,3.13131313131e-05,98.0,0.7
GQ,True,2.0,100.0,100,71,False,True,13,71,2,45,45,100,0.0001,L1,0.001,1.51,0.11,1.4,-0.000826495726496,0.0043303030303,-inf,inf
GQ,True,1.0,100.0,1000,19,False,True,23,19,2,13,13,100,1.0,L2,0.0001,1.62,0.6,0.58,-0.00168533157664,-0.0015713804713800002,99.0,0.58
GQ,True,0.0,50.0,0,61,False,True,24,61,2,27,27,100,0.01,L1,0.0001,1.77,0.24,0.24,-0.0007840488215489997,-0.000754882154882,99.0,0.24
GQ,True,2.0,50.0,100,44,False,True,13,44,2,27,27,100,0.01,L1,0.1,1.3,0.02,2.15,-6.82983682984e-05,0.0010363636363599998,47.0,2.13
GQ,True,2.0,10.0,0,4,False,True,11,4,2,1,1,100,0.001,L1,0.001,1.24,0.32,0.28,-0.0008920110192839998,-0.000812121212121,99.0,0.28
GQ,True,2.0,100.0,1000,58,False,True,13,58,2,43,43,100,1.0,L2,0.001,1.46,0.2,1.01,-0.000645454545455,0.000895454545455,1.0,0.74
GQ,True,2.0,10.0,1000,45,False,True,11,45,2,3,3,100,0.0001,L1,0.0001,1.26,0.33,1.61,-0.000502387511478,0.00039595959596,17.0,1.58
GQ,True,2.0,20.0,1000,10,False,True,12,10,2,3,3,100,0.001,L2,0.1,1.27,0.02,2.68,-0.000189898989899,0.004536363636359999,-inf,inf
GQ,True,0.0,5.0,100,78,False,True,18,78,2,17,17,100,0.01,L1,0.01,1.54,0.09,0.06,-0.0008408529741860001,-0.0004792929292930001,99.0,0.06
GQ,True,2.0,20.0,1000,94,False,True,12,94,2,43,43,100,0.001,L2,0.0001,1.27,0.43,0.68,-0.00160429292929,0.00043383838383800015,46.0,0.66
GQ,True,1.0,50.0,100,71,False,True,23,71,2,66,66,100,1.0,L2,0.001,1.71,0.13,0.13,-0.00030390865173500004,-0.000293939393939,99.0,0.13
GQ,True,1.0,5.0,1000,54,False,True,17,54,2,36,36,100,0.001,L1,0.001,1.57,0.17,0.16,-0.00141420083185,-0.0013303030302999998,99.0,0.16
GQ,True,2.0,50.0,0,53,False,True,13,53,2,36,36,100,0.001,L1,0.1,1.31,0.06,3.06,-0.0005820512820510001,0.0037151515151500002,-inf,inf
GQ,True,1.0,20.0,100,9,False,True,22,9,2,5,5,100,0.1,L2,0.0001,1.49,0.67,0.68,-0.00111859504132,-0.00113804713805,99.0,0.68
GQ,True,2.0,10.0,1000,48,False,True,11,48,2,37,37,100,1.0,L2,0.0001,1.23,0.51,0.54,-0.00149191919192,-0.00163535353535,99.0,0.54
GQ,True,1.0,20.0,100,3,False,True,22,3,2,1,1,100,0.1,L1,0.0001,1.35,1.73,1.56,-0.00222415059688,-0.0023612794612800003,99.0,1.56
GQ,True,1.0,5.0,1000,12,False,True,17,12,2,4,4,100,0.01,L2,0.01,1.37,0.06,0.06,-0.00036149732620299995,-0.00040505050505,99.0,0.06
GQ,True,0.0,50.0,100,82,False,True,24,82,2,29,29,100,0.01,L2,0.1,1.52,0.01,0.0,-9.47390572391e-05,-3.7037037037e-05,99.0,0.0
GQ,True,0.0,50.0,100,82,False,True,24,82,2,29,29,200,0.01,L2,0.1,3.68,0.0,0.0,-9.90368509213e-06,-4.69011725293e-06,199.0,0.0
GQ,True,2.0,20.0,0,64,False,True,12,64,2,9,9,100,1.0,L2,0.1,1.13,0.03,2.24,-0.000266919191919,0.00482929292929,-inf,inf
GQ,True,0.0,50.0,100,89,False,True,24,89,2,3,3,100,0.1,L1,0.01,1.34,0.1,0.09,-0.0007714646464649999,-0.0006949494949489999,99.0,0.09
GQ,True,0.0,100.0,0,94,False,True,24,94,2,38,38,100,0.001,L1,0.0001,1.6,0.69,0.74,-0.00433362794613,-0.00459124579125,99.0,0.74
GQ,True,1.0,10.0,1000,29,False,True,20,29,2,21,21,100,1.0,L2,0.1,1.36,0.02,0.02,-0.00021727272727300009,-0.00016868686868700002,99.0,0.02
GQ,True,1.0,10.0,1000,5,False,True,20,5,2,3,3,100,1.0,L2,0.1,1.31,0.02,0.01,-0.000186818181818,-0.00014848484848500006,99.0,0.01
GQ,True,2.0,5.0,100,77,False,True,8,77,2,12,12,100,0.0001,L1,0.001,1.05,0.26,0.26,-0.0013627525252499998,-0.0011696969697,99.0,0.26
GQ,True,2.0,10.0,100,22,False,True,11,22,2,17,17,100,0.1,L1,0.01,1.17,0.12,0.11,-0.000362167125804,-0.000329292929293,99.0,0.11
GQ,True,2.0,5.0,100,56,False,True,8,56,2,28,28,100,0.1,L1,0.1,1.11,0.07,3.83,-0.000625126262626,0.0116505050505,4.0,0.65
GQ,True,2.0,10.0,0,91,False,True,11,91,2,12,12,100,0.1,L2,0.001,1.09,0.49,0.86,-0.0031009182736500005,0.007420202020199999,8.0,0.3
GQ,True,0.0,100.0,100,67,False,True,24,67,2,51,51,100,0.1,L1,0.0001,1.64,0.19,0.2,-0.000692424242424,-0.000771717171717,99.0,0.2
GQ,True,2.0,20.0,1000,51,False,True,12,51,2,43,43,100,1.0,L2,0.1,1.25,0.03,2.15,-0.000334595959596,0.00507525252525,-inf,inf
GQ,True,0.0,5.0,100,58,False,True,18,58,2,33,33,100,0.1,L1,0.1,1.38,0.02,0.02,-0.000234287317621,-0.00016262626262600002,99.0,0.02
GQ,True,0.0,100.0,1000,76,False,True,24,76,2,59,59,100,0.0001,L2,0.0001,1.61,0.47,0.48,-0.00324448653199,-0.00321986531987,99.0,0.48
GQ,True,1.0,20.0,100,94,False,True,22,94,2,70,70,100,0.01,L1,0.0001,1.71,0.11,0.11,-0.000445179063361,-0.000407744107744,99.0,0.11
GQ,True,1.0,5.0,100,12,False,True,17,12,2,6,6,100,0.01,L2,0.001,1.32,0.41,0.4,-0.00257724301842,-0.0025964646464600003,99.0,0.4
GQ,True,1.0,10.0,100,90,False,True,20,90,2,58,58,100,1.0,L2,0.001,1.47,0.16,0.16,-0.0005264141414140001,-0.000517171717172,99.0,0.16
GQ,True,1.0,20.0,0,67,False,True,22,67,2,4,4,100,0.01,L2,0.001,1.4,0.34,0.34,-0.00197993572084,-0.00195757575758,99.0,0.34
GQ,True,2.0,5.0,0,91,False,True,8,91,2,59,59,100,1.0,L1,0.001,1.17,0.52,0.51,-0.000989393939394,-0.0009414141414139999,99.0,0.51
GQ,True,1.0,10.0,1000,47,False,True,20,47,2,13,13,100,0.0001,L2,0.0001,1.32,1.59,1.56,-0.0047604040404,-0.00484276094276,99.0,1.56
GQ,True,2.0,100.0,1000,68,False,True,13,68,2,6,6,100,1.0,L2,0.0001,1.13,0.18,1.04,0.000261926961927,-0.0006373737373740001,99.0,1.04
GQ,True,2.0,20.0,1000,29,False,True,12,29,2,7,7,100,0.1,L1,0.001,1.13,0.45,0.78,-0.00248434343434,0.0015045454545499998,31.0,0.71
GQ,True,0.0,10.0,1000,1,False,True,21,1,2,1,1,100,0.01,L1,0.0001,1.29,0.56,0.56,-0.0005400673400669999,-0.000500336700337,99.0,0.56
GQ,True,1.0,10.0,1000,78,False,True,20,78,2,56,56,100,0.001,L1,0.01,1.57,0.01,0.01,-9.11111111111e-05,-7.40740740741e-05,99.0,0.01
GQ,True,1.0,20.0,1000,44,False,True,22,44,2,2,2,100,0.01,L1,0.0001,1.33,0.4,0.38,-0.00035950413223100004,-0.00036868686868699995,99.0,0.38
GQ,True,1.0,50.0,0,56,False,True,23,56,2,13,13,100,0.0001,L1,0.1,1.49,0.04,0.65,-0.00037922705314,0.005460269360270001,3.0,0.08
GQ,True,1.0,20.0,0,82,False,True,22,82,2,63,63,100,0.01,L1,0.01,1.54,0.02,0.02,1.12029384757e-05,4.98316498316e-05,84.0,0.01
GQ,True,0.0,100.0,0,78,False,True,24,78,2,61,61,100,0.01,L2,0.01,1.67,0.02,0.01,-0.00017744107744099998,-8.04713804714e-05,99.0,0.01
GQ,True,1.0,50.0,100,10,False,True,23,10,2,6,6,100,0.001,L1,0.0001,1.34,0.32,0.29,-0.00041023276240699996,-0.000451178451178,99.0,0.29
GQ,True,1.0,5.0,1000,76,False,True,17,76,2,38,38,100,1.0,L1,0.1,1.43,0.02,0.02,-0.000205941770648,-0.000205050505051,99.0,0.02
GQ,True,0.0,5.0,100,36,False,True,18,36,2,8,8,100,0.1,L1,0.0001,1.33,1.58,1.63,-0.00428838383838,-0.00427676767677,99.0,1.63
GQ,True,0.0,20.0,100,33,False,True,23,33,2,1,1,100,0.0001,L1,0.1,1.3,0.01,1.95,-7.009222661399999e-05,0.00320740740741,-inf,inf
GQ,True,2.0,20.0,1000,6,False,True,12,6,2,2,2,100,0.1,L2,0.01,1.13,0.1,1.26,-0.000424747474747,0.00236767676768,-inf,inf
GQ,True,1.0,10.0,100,20,False,True,20,20,2,8,8,100,0.001,L1,0.1,1.26,0.06,1.22,-0.000561717171717,0.0148074074074,3.0,0.15
GQ,True,1.0,50.0,100,50,False,True,23,50,2,39,39,100,1.0,L1,0.001,1.54,0.36,0.36,-0.00132946859903,-0.0013138047138,99.0,0.36
GQ,True,0.0,100.0,1000,66,False,True,24,66,2,37,37,100,0.0001,L2,0.001,1.5,0.45,0.58,-0.0039896043771,-0.00492087542088,9.0,0.18
GQ,True,0.0,5.0,0,1,False,True,18,1,2,1,1,100,0.001,L1,0.01,1.37,0.07,0.06,-0.000546240179574,-0.000445454545455,99.0,0.06
GQ,True,0.0,100.0,100,44,False,True,24,44,2,4,4,100,0.001,L2,0.01,1.39,0.06,0.05,-0.000479461279461,-0.000453198653199,99.0,0.05
GQ,True,1.0,20.0,1000,6,False,True,22,6,2,2,2,100,0.01,L1,0.001,1.36,0.24,0.22,-0.00110711662075,-0.000991919191919,99.0,0.22
GQ,True,2.0,20.0,1000,7,False,True,12,7,2,4,4,100,0.001,L1,0.1,1.07,0.02,2.6,-0.000166161616162,0.00440101010101,-inf,inf
GQ,True,2.0,5.0,0,9,False,True,8,9,2,5,5,100,0.001,L2,0.1,1.07,0.02,0.02,-0.00022626262626299998,-0.000189898989899,99.0,0.02
GQ,True,2.0,50.0,1000,45,False,True,13,45,2,34,34,100,1.0,L2,0.1,1.16,0.02,2.22,-0.000247008547009,0.00507828282828,-inf,inf
GQ,True,0.0,100.0,0,18,False,True,24,18,2,5,5,100,0.001,L1,0.0001,1.38,0.69,0.7,-0.00125753367003,-0.00123602693603,99.0,0.7
GQ,True,0.0,20.0,100,43,False,True,23,43,2,35,35,100,0.01,L1,0.1,1.45,0.02,1.52,-0.000179095300834,0.0032090909090900003,-inf,inf
GQ,True,1.0,50.0,1000,21,False,True,23,21,2,6,6,100,1.0,L1,0.1,1.26,0.01,0.01,-0.000150373298199,-0.00011851851851899999,99.0,0.01
GQ,True,1.0,50.0,0,2,False,True,23,2,2,1,1,100,0.001,L1,0.0001,1.4,0.95,0.96,-0.00107953447519,-0.00109966329966,99.0,0.96
GQ,True,2.0,20.0,100,49,False,True,12,49,2,28,28,100,0.1,L2,0.001,1.16,0.09,1.29,-0.000328703703704,0.0016479797979800002,-inf,inf
GQ,True,0.0,50.0,100,24,False,True,24,24,2,9,9,100,0.1,L1,0.01,1.41,0.08,0.08,-0.0004769781144780001,-0.000459932659933,99.0,0.08
GQ,True,0.0,5.0,1000,11,False,True,18,11,2,1,1,100,1.0,L2,0.001,1.28,0.51,0.49,-0.00201447811448,-0.00183787878788,99.0,0.49
GQ,True,2.0,50.0,1000,8,False,True,13,8,2,3,3,100,0.01,L1,0.1,1.16,0.04,2.23,-0.000341336441336,0.00259141414141,3.0,0.85
GQ,True,1.0,20.0,0,26,False,True,22,26,2,18,18,100,1.0,L2,0.0001,1.46,0.6,0.59,-0.00214995408632,-0.0020845117845099998,99.0,0.59
GQ,True,0.0,50.0,100,82,False,True,24,82,2,29,29,200,0.01,L2,0.1,3.38,0.0,0.0,-7.0770519263e-06,-7.0351758794e-06,199.0,0.0
GQ,True,0.0,5.0,0,29,False,True,18,29,2,10,10,100,0.01,L2,0.1,1.51,0.02,0.01,-0.000125420875421,-4.54545454545e-05,99.0,0.01
GQ,True,2.0,20.0,0,85,False,True,12,85,2,5,5,100,0.0001,L1,0.0001,1.26,0.64,0.78,-0.0007364478114480001,0.000120707070707,6.0,0.77
GQ,True,0.0,20.0,100,11,False,True,23,11,2,2,2,100,0.001,L2,0.001,1.58,0.29,1.16,-0.00184079929732,0.0034824915824899997,14.0,0.86
GQ,True,1.0,100.0,1000,64,False,True,23,64,2,13,13,100,0.0001,L2,0.01,1.74,0.13,2.99,-0.00135542380325,0.0157185185185,9.0,0.29
GQ,True,1.0,100.0,0,2,False,True,23,2,2,1,1,100,0.01,L1,0.001,1.53,0.36,0.34,-0.00171712779974,-0.0016286195286199998,99.0,0.34
GQ,True,0.0,5.0,100,81,False,True,18,81,2,60,60,100,0.01,L1,0.001,1.56,0.13,2.55,-0.00115533108866,0.00987525252525,7.0,0.76
GQ,True,1.0,5.0,100,87,False,True,17,87,2,80,80,100,0.001,L2,0.001,1.6,0.06,0.05,-0.000473202614379,-0.00035454545454500016,99.0,0.05
GQ,True,2.0,20.0,1000,57,False,True,12,57,2,17,17,100,1.0,L1,0.1,1.29,0.11,2.04,-0.0010518518518500002,0.006360606060609999,10.0,0.76
GQ,True,0.0,10.0,1000,55,False,True,21,55,2,2,2,100,1.0,L2,0.01,1.57,0.13,0.11,-0.00104598364598,-0.000823905723906,99.0,0.11
GQ,True,0.0,50.0,100,2,False,True,24,2,2,1,1,100,0.01,L2,0.01,1.42,0.07,0.07,-0.000528324915825,-0.000489898989899,99.0,0.07
GQ,True,2.0,100.0,100,24,False,True,13,24,2,16,16,100,0.001,L1,0.1,1.27,0.05,2.84,-0.0004585081585080001,0.0037090909090900003,5.0,0.98
GQ,True,2.0,50.0,1000,77,False,True,13,77,2,26,26,100,0.1,L1,0.1,1.31,0.02,2.25,-0.000229603729604,0.004989393939390001,6.0,1.23
GQ,True,0.0,10.0,100,3,False,True,21,3,2,2,2,100,0.01,L2,0.0001,1.29,0.29,0.27,-0.000278932178932,-0.00014983164983200001,99.0,0.27
GQ,True,2.0,20.0,100,39,False,True,12,39,2,36,36,100,1.0,L1,0.1,1.18,0.03,2.25,-0.00030892255892299995,0.0076166666666700016,1.0,0.92
GQ,True,2.0,20.0,0,64,False,True,12,64,2,2,2,100,0.01,L2,0.1,1.16,0.02,2.24,-0.000130303030303,0.0032202020202,-inf,inf
GQ,True,2.0,5.0,1000,38,False,True,8,38,2,13,13,100,0.0001,L2,0.1,1.11,0.03,0.01,-0.0002724747474750001,-0.000135353535354,99.0,0.01
GQ,True,0.0,10.0,1000,94,False,True,21,94,2,26,26,100,0.001,L2,0.1,1.41,0.01,0.0,-6.40692640693e-05,-1.91919191919e-05,99.0,0.0
GQ,True,0.0,5.0,100,29,False,True,18,29,2,16,16,100,0.0001,L1,0.01,1.29,0.02,0.02,-0.000193209876543,-0.000156565656566,99.0,0.02
GQ,True,2.0,5.0,1000,9,False,True,8,9,2,4,4,100,0.0001,L2,0.01,1.05,0.12,0.11,-0.000938888888889,-0.000836363636364,99.0,0.11
GQ,True,1.0,20.0,0,6,False,True,22,6,2,5,5,100,0.0001,L2,0.001,1.45,0.18,0.17,-0.0008790174471989999,-0.0008430976430980001,99.0,0.17
GQ,True,0.0,100.0,1000,79,False,True,24,79,2,12,12,100,0.01,L1,0.1,1.62,0.07,2.12,-0.000630892255892,0.0310202020202,39.0,0.1
GQ,True,1.0,20.0,0,93,False,True,22,93,2,79,79,100,0.0001,L2,0.01,1.61,0.01,0.0,-5.58310376492e-05,-3.09764309764e-05,99.0,0.0
GQ,True,2.0,20.0,1000,63,False,True,12,63,2,46,46,100,0.0001,L2,0.01,1.34,0.05,2.22,-0.00052702020202,0.00566767676768,9.0,1.01
GQ,True,1.0,100.0,100,13,False,True,23,13,2,10,10,100,0.001,L2,0.01,1.36,0.04,0.03,-0.00027176108915200005,-0.000250505050505,99.0,0.03
GQ,True,2.0,100.0,0,88,False,True,13,88,2,11,11,100,0.01,L1,0.01,1.16,0.05,1.69,-0.00043310023310000003,0.0033313131313099996,-inf,inf
GQ,True,2.0,100.0,100,74,False,True,13,74,2,34,34,100,0.001,L2,0.001,1.31,0.16,1.32,-0.0012523698523699998,0.00419797979798,6.0,0.75
GQ,True,1.0,50.0,100,34,False,True,23,34,2,11,11,100,0.01,L1,0.001,1.36,0.1,0.09,-0.000591304347826,-0.00043905723905699997,99.0,0.09
GQ,True,0.0,10.0,0,14,False,True,21,14,2,3,3,100,0.01,L2,0.001,1.38,0.09,0.08,-0.000188985088985,-0.000248821548822,99.0,0.08
GQ,True,1.0,50.0,0,39,False,True,23,39,2,17,17,100,0.01,L2,0.001,1.71,0.52,0.45,-0.000984365393061,0.005073063973060001,29.0,0.32
GQ,True,2.0,10.0,100,16,False,True,11,16,2,9,9,100,0.001,L2,0.0001,1.23,0.42,1.26,-0.0009369146005510002,0.000957575757576,13.0,1.18
GQ,True,2.0,5.0,1000,6,False,True,8,6,2,1,1,100,0.0001,L1,0.001,1.11,0.76,0.75,-0.00242348484848,-0.00247676767677,99.0,0.75
GQ,True,0.0,20.0,1000,30,False,True,23,30,2,6,6,100,0.1,L2,0.1,1.45,0.01,1.66,-0.00013588054457600002,0.0033952861952900003,-inf,inf
GQ,True,0.0,20.0,1000,16,False,True,23,16,2,7,7,100,0.1,L1,0.001,1.42,0.31,0.68,-0.0019728590250299998,0.00128047138047,41.0,0.62
GQ,True,1.0,100.0,100,5,False,True,23,5,2,1,1,100,1.0,L1,0.01,1.47,0.1,0.09,-0.0007609134826529999,-0.000722895622896,99.0,0.09
GQ,True,1.0,10.0,100,25,False,True,20,25,2,23,23,100,1.0,L1,0.1,1.41,0.03,0.02,-0.0002724747474750001,-0.00016868686868700002,99.0,0.02
GQ,True,0.0,50.0,1000,15,False,True,24,15,2,4,4,100,0.0001,L2,0.001,1.39,0.22,0.21,-0.00120273569024,-0.0012006734006700002,99.0,0.21
GQ,True,0.0,100.0,100,32,False,True,24,32,2,13,13,100,0.01,L1,0.0001,1.67,0.5,0.55,-0.0016132575757600001,-0.00174747474747,99.0,0.55
GQ,True,1.0,100.0,0,39,False,True,23,39,2,23,23,100,0.001,L1,0.1,1.52,0.0,0.0,-4.72112428634e-05,-1.11111111111e-05,99.0,0.0
GQ,True,2.0,5.0,1000,86,False,True,8,86,2,49,49,100,0.001,L1,0.01,1.29,0.06,0.06,-0.0006268939393940001,-0.000475757575758,99.0,0.06
GQ,True,0.0,100.0,0,65,False,True,24,65,2,51,51,100,0.0001,L1,0.01,1.88,0.01,0.01,-0.000102146464646,-7.3063973064e-05,99.0,0.01
GQ,True,2.0,5.0,1000,25,False,True,8,25,2,17,17,100,0.0001,L1,0.1,1.17,0.05,5.17,-0.00052297979798,0.0124757575758,-inf,inf
GQ,True,0.0,100.0,100,67,False,True,24,67,2,64,64,100,0.001,L2,0.01,1.82,0.01,0.0,-5.32828282828e-05,-3.60269360269e-05,99.0,0.0
GQ,True,0.0,50.0,100,65,False,True,24,65,2,51,51,100,0.1,L1,0.1,1.76,0.02,0.01,-0.000186321548822,-0.000118181818182,99.0,0.01
GQ,True,2.0,10.0,100,24,False,True,11,24,2,8,8,100,0.0001,L1,0.001,1.27,0.33,0.32,-0.00186951331497,-0.00179696969697,99.0,0.32
GQ,True,0.0,20.0,0,74,False,True,23,74,2,19,19,100,0.001,L1,0.001,1.69,0.09,0.98,-0.000651295564339,0.0023141414141399997,-inf,inf
GQ,True,2.0,50.0,0,89,False,True,13,89,2,36,36,100,0.1,L2,0.0001,1.33,0.13,1.1,-0.000183993783994,0.0005676767676769999,1.0,1.03
GQ,True,1.0,10.0,100,21,False,True,20,21,2,15,15,100,0.1,L2,0.01,1.4,0.07,0.06,-0.000413131313131,-0.00032457912457899997,99.0,0.06
GQ,True,0.0,5.0,100,39,False,True,18,39,2,4,4,100,0.01,L2,0.1,1.44,0.03,0.02,-0.00034927048260400005,-0.000193939393939,99.0,0.02
GQ,True,2.0,20.0,100,90,False,True,12,90,2,33,33,100,1.0,L2,0.001,1.2,0.33,0.93,-0.0015881313131300002,0.000747474747475,35.0,0.87
GQ,True,0.0,10.0,100,67,False,True,21,67,2,5,5,100,1.0,L1,0.1,1.31,0.02,0.01,-0.000167195767196,-0.00013939393939399998,99.0,0.01
GQ,True,0.0,50.0,100,82,False,True,24,82,2,29,29,200,0.01,L2,0.1,3.54,0.02,4.8,-0.00010753768844199999,0.00586122278057,1.0,0.16
GQ,True,0.0,50.0,100,82,False,True,24,82,2,29,29,200,0.01,L2,0.1,3.65,0.0,0.0,-5.56951423786e-06,-4.10385259631e-06,199.0,0.0
GQ,True,1.0,5.0,0,30,True,True,3,30,2,6,6,100,0.0001,L1,0.0001,1.07,0.33,,-9.36026936027e-05,,-inf,inf
GQ,True,2.0,50.0,1000,31,True,True,3,31,2,18,18,100,0.1,L2,0.0001,1.06,1.12,,-0.0009003367003360002,,-inf,inf
GQ,True,1.0,100.0,0,67,True,True,3,67,2,3,3,100,0.1,L2,0.01,1.13,0.31,,-0.00199191919192,,-inf,inf
GQ,True,0.0,5.0,100,30,True,True,3,30,2,14,14,100,0.01,L2,0.0001,1.09,1.21,,-0.000687542087542,,-inf,inf
GQ,True,0.0,100.0,100,7,True,True,3,7,2,6,6,100,1.0,L1,0.1,1.05,0.08,,-0.000596296296296,,-inf,inf
GQ,True,2.0,10.0,0,45,True,True,3,45,2,6,6,100,0.0001,L1,0.1,1.15,0.04,,-0.000302356902357,,-inf,inf
GQ,True,0.0,5.0,0,26,True,True,3,26,2,23,23,100,0.0001,L1,0.0001,1.07,0.59,,-0.000447811447812,,-inf,inf
