source,binarize,gt,lt,vol,k,balance_labeled_data,vectorize_label,num_of_training_examples,features,outputs,h1,h2,epochs,Lambda,Reg,alpha,experiment_time,last_mean_training_loss,last_mean_validation_loss,last_mean_training_loss_slope,last_mean_validation_loss_slope,best_last_epoch,best_last_mean_validation_loss
GQ,True,0.0,10.0,1000,9,True,True,3,9,2,6,6,100,0.1,L2,0.1,0.99,0.06,,-0.000443097643098,,-inf,inf
GQ,True,1.0,10.0,0,18,True,True,3,18,2,7,7,100,0.1,L2,0.0001,1.0,1.41,,-0.0006262626262629999,,-inf,inf
GQ,True,2.0,10.0,100,62,False,True,11,62,2,60,60,100,0.0001,L1,0.001,1.23,0.09,0.09,-0.000702662993572,-0.000648484848485,99.0,0.09
GQ,True,0.0,20.0,0,61,True,True,3,61,2,15,15,100,0.01,L2,0.01,1.02,0.1,,-0.0007353535353539999,,-inf,inf
GQ,True,0.0,50.0,100,55,True,True,3,55,2,7,7,100,0.0001,L1,0.1,0.96,0.03,,-0.00028047138047099994,,-inf,inf
GQ,True,2.0,50.0,100,48,True,True,3,48,2,36,36,100,0.001,L1,0.1,1.02,0.06,,-0.0005626262626259999,,-inf,inf
GQ,True,0.0,5.0,1000,15,False,True,18,15,2,9,9,100,0.01,L2,0.0001,1.29,0.53,0.53,-0.00110667789001,-0.00106212121212,99.0,0.53
GQ,True,2.0,20.0,100,51,True,True,3,51,2,3,3,100,0.1,L2,0.0001,1.01,0.92,,-0.000222895622895,,-inf,inf
GQ,True,0.0,50.0,1000,32,True,True,3,32,2,22,22,100,0.1,L2,0.0001,0.94,0.65,,-0.000467676767677,,-inf,inf
GQ,True,2.0,10.0,100,86,False,True,11,86,2,37,37,100,0.01,L2,0.0001,1.17,0.09,0.06,-0.00017373737373700001,-3.23232323232e-05,99.0,0.06
GQ,True,1.0,5.0,0,91,True,True,3,91,2,11,11,100,0.01,L1,0.01,0.94,0.14,,-0.00099696969697,,-inf,inf
GQ,True,1.0,100.0,1000,47,False,True,23,47,2,44,44,100,1.0,L2,0.01,1.54,0.09,0.07,-0.000597584541063,-0.00045252525252499994,99.0,0.07
GQ,True,2.0,50.0,0,66,False,True,13,66,2,47,47,100,0.0001,L2,0.1,1.32,0.0,3.54,-4.3512043511999985e-05,0.00476262626263,-inf,inf
GQ,True,1.0,10.0,0,12,False,True,20,12,2,6,6,100,0.1,L2,0.001,1.3,0.4,0.38,-0.002705,-0.00258888888889,99.0,0.38
GQ,True,2.0,5.0,100,65,True,True,3,65,2,41,41,100,0.01,L1,0.01,0.99,0.06,,-0.000449831649832,,-inf,inf
GQ,True,1.0,5.0,1000,7,True,True,3,7,2,3,3,100,0.1,L1,0.0001,0.94,0.9,,-0.00018383838383900002,,-inf,inf
GQ,True,2.0,100.0,0,68,True,True,3,68,2,39,39,100,0.01,L1,0.1,1.09,0.03,,-6.66666666667e-05,,-inf,inf
GQ,True,2.0,5.0,100,10,False,True,8,10,2,9,9,100,0.001,L2,0.01,1.09,0.13,0.14,-0.00109292929293,-0.0012535353535399999,99.0,0.14
GQ,True,1.0,10.0,0,16,True,True,3,16,2,2,2,100,0.001,L2,0.01,1.04,0.31,,-0.00195925925926,,-inf,inf
GQ,True,1.0,20.0,100,58,True,True,3,58,2,29,29,100,0.01,L1,0.01,0.97,0.05,,-0.00032424242424199996,,-inf,inf
GQ,True,0.0,5.0,100,89,False,True,18,89,2,61,61,80,0.0001,L2,0.1,1.16,0.03,0.02,-0.000356979606188,0.000113924050633,56.0,0.02
GQ,True,0.0,100.0,100,72,False,True,24,72,2,37,37,200,0.1,L2,0.1,4.03,0.21,0.1,-0.00104783291457,-0.0004952261306530001,199.0,0.1
GQ,True,0.0,100.0,100,72,False,True,24,72,2,37,37,500,0.1,L2,0.1,11.18,0.0,0.0,-9.43052772211e-06,-4.83633934536e-06,499.0,0.0
GQ,True,0.0,100.0,100,5,False,True,24,5,2,5,5,500,0.1,L2,0.1,10.59,0.0,0.0,-7.638610554439999e-06,-4.9031396125599996e-06,499.0,0.0
GQ,True,1.0,100.0,100,81,False,True,20,81,2,49,49,100,1.0,L1,0.1,1.79,0.4,0.24,-0.00398934343434,-0.00230606060606,8.0,0.16
GQ,True,2.0,20.0,1000,80,False,True,11,80,2,70,70,100,1.0,L1,0.1,1.52,0.03,0.03,-0.000241414141414,-0.000306565656566,99.0,0.03
GQ,True,1.0,20.0,1000,4,True,True,2,4,2,1,1,100,0.01,L2,0.01,1.19,0.46,0.46,-0.00230353535354,-0.00229090909091,99.0,0.46
GQ,True,2.0,50.0,1000,56,False,True,11,56,2,5,5,100,0.1,L2,0.01,1.36,0.1,0.86,-0.000517171717172,0.00167037037037,1.0,0.58
GQ,True,0.0,100.0,1000,13,False,True,21,13,2,8,8,100,0.01,L1,0.0001,1.61,0.4,1.25,-0.0012392015392,0.00137626262626,18.0,1.16
GQ,True,0.0,100.0,1000,6,False,True,21,6,2,3,3,100,0.1,L1,0.1,1.58,0.27,2.97,-0.0027622414622399997,0.025490909090900002,14.0,0.31
GQ,True,2.0,10.0,1000,63,True,True,2,63,2,48,48,100,0.1,L2,0.1,1.06,0.07,0.04,-0.000469696969697,-0.000226262626263,99.0,0.04
GQ,True,0.0,100.0,100,7,True,True,2,7,2,5,5,100,0.01,L2,0.001,1.05,0.87,0.55,-0.00144444444444,0.00116868686869,5.0,0.45
GQ,True,2.0,20.0,1000,54,True,True,2,54,2,20,20,100,1.0,L1,0.0001,1.1,0.68,0.66,-0.000272727272727,-0.000312121212121,99.0,0.66
GQ,True,1.0,100.0,1000,18,False,True,20,18,2,8,8,100,0.001,L1,0.0001,1.61,0.58,0.57,-0.00102621212121,-0.000949494949495,99.0,0.57
GQ,True,0.0,5.0,100,12,False,True,16,12,2,5,5,100,0.01,L1,0.0001,1.42,1.15,1.13,-0.00123756313131,-0.00158821548822,99.0,1.13
GQ,True,0.0,100.0,1000,23,True,True,2,23,2,14,14,100,0.01,L1,0.01,1.14,0.23,1.76,-0.0017242424242399999,0.00801616161616,1.0,0.41
GQ,True,2.0,20.0,100,71,False,True,11,71,2,32,32,100,1.0,L1,0.01,1.38,0.15,0.15,-0.00102892561983,-0.000994949494949,99.0,0.15
GQ,True,2.0,10.0,100,83,True,True,2,83,2,40,40,100,1.0,L2,0.01,1.14,0.18,0.18,-0.0005515151515149999,-0.0004838383838380001,99.0,0.18
GQ,True,2.0,50.0,100,49,False,True,11,49,2,30,30,100,0.1,L2,0.0001,1.28,1.82,1.33,-0.00638650137741,-0.00383198653199,99.0,1.33
GQ,True,2.0,50.0,100,83,True,True,2,83,2,16,16,100,0.01,L1,0.0001,1.12,2.16,2.17,-0.0008525252525259999,-0.000949494949495,99.0,2.17
GQ,True,0.0,100.0,100,91,False,True,21,91,2,20,20,100,0.01,L2,0.01,1.64,0.06,0.04,-0.000462770562771,-0.00026338383838400004,99.0,0.04
GQ,True,1.0,10.0,0,92,True,True,2,92,2,29,29,100,1.0,L2,0.001,1.05,0.79,0.61,-0.00362575757576,0.0038505050505100004,-inf,inf
GQ,True,2.0,10.0,100,73,True,True,2,73,2,10,10,100,0.0001,L1,0.0001,1.02,0.42,0.46,-7.87878787878e-05,-8.38383838384e-05,99.0,0.46
GQ,True,0.0,10.0,100,8,True,True,2,8,2,6,6,100,0.0001,L2,0.1,1.07,0.04,0.03,-0.00025404040404,-0.00022323232323199997,99.0,0.03
GQ,True,0.0,5.0,1000,65,False,True,16,65,2,19,19,100,0.01,L2,0.0001,1.5,0.57,0.88,-0.00186477272727,0.00231212121212,34.0,0.77
GQ,True,0.0,10.0,0,37,False,True,18,37,2,29,29,100,0.0001,L1,0.01,1.53,0.02,0.02,-0.00017463524130200005,-0.000160101010101,99.0,0.02
GQ,True,2.0,20.0,0,62,False,True,11,62,2,7,7,100,0.01,L1,0.001,1.35,0.47,0.5,-0.00309458218549,-0.0030843434343400004,99.0,0.5
GQ,True,2.0,10.0,0,10,False,True,9,10,2,4,4,100,0.001,L2,0.001,1.19,0.49,0.47,-0.00191762065095,-0.0017929292929299999,99.0,0.47
GQ,True,1.0,100.0,0,89,False,True,20,89,2,68,68,100,0.0001,L1,0.001,1.89,0.19,0.15,-0.00171626262626,-0.00133939393939,99.0,0.15
GQ,True,1.0,100.0,100,2,False,True,20,2,2,1,1,100,0.0001,L2,0.0001,1.49,0.76,0.56,-0.00022030303030300005,0.000624747474747,20.0,0.52
GQ,True,0.0,50.0,100,50,True,True,2,50,2,10,10,100,0.001,L1,0.1,1.17,0.04,0.05,-0.000281313131313,-0.000450505050505,99.0,0.05
GQ,True,1.0,100.0,0,20,False,True,20,20,2,4,4,100,0.001,L2,0.0001,1.57,0.49,0.42,-0.00111818181818,-0.00029924242424299996,99.0,0.42
GQ,True,2.0,20.0,0,56,False,True,11,56,2,42,42,100,0.01,L1,0.001,1.37,0.1,0.09,-0.000655463728191,-0.000533333333333,99.0,0.09
GQ,True,2.0,10.0,1000,4,True,True,2,4,2,3,3,100,0.01,L1,0.0001,1.1,0.38,1.05,-5.50505050504e-05,0.000125252525252,26.0,1.04
GQ,True,1.0,20.0,1000,53,True,True,2,53,2,51,51,100,1.0,L1,0.1,1.08,0.13,0.14,-0.00109343434343,-0.0008585858585860001,99.0,0.14
GQ,True,1.0,5.0,100,49,True,True,2,49,2,14,14,100,0.1,L2,0.1,1.07,0.07,3.05,-0.00044646464646499995,0.00470808080808,-inf,inf
GQ,True,1.0,5.0,0,69,True,True,2,69,2,36,36,100,1.0,L1,0.1,1.01,0.13,2.61,-0.000980303030303,0.00674848484848,3.0,0.66
GQ,True,1.0,50.0,0,19,False,True,20,19,2,13,13,100,0.01,L2,0.01,1.51,0.05,0.05,-0.000427070707071,-0.00037070707070699995,99.0,0.05
GQ,True,1.0,10.0,100,48,True,True,2,48,2,17,17,100,0.1,L2,0.1,1.09,0.05,0.05,-0.000204545454545,-0.00016868686868700002,99.0,0.05
GQ,True,1.0,100.0,100,46,True,True,2,46,2,40,40,100,0.0001,L2,0.1,1.15,0.01,5.28,-0.00014292929292899999,0.00987474747475,-inf,inf
GQ,True,0.0,20.0,100,49,False,True,20,49,2,4,4,100,0.1,L2,0.01,1.44,0.43,1.17,-0.00369747474747,0.0103515151515,9.0,0.62
GQ,True,0.0,100.0,1000,57,False,True,21,57,2,20,20,100,0.1,L1,0.0001,1.49,1.0,1.08,-0.0043703703703700005,-0.005002020202020001,99.0,1.08
GQ,True,1.0,5.0,0,81,True,True,2,81,2,76,76,100,0.0001,L2,0.1,0.97,0.02,5.3,-0.000243939393939,0.00978787878788,-inf,inf
GQ,True,1.0,100.0,1000,4,True,True,2,4,2,2,2,100,1.0,L1,0.001,0.99,1.42,0.37,-0.0036676767676800002,0.00113636363636,1.0,0.24
GQ,True,0.0,20.0,1000,45,True,True,2,45,2,27,27,100,0.01,L2,0.0001,0.96,1.0,1.01,-0.0007434343434339999,-0.000681818181818,99.0,1.01
GQ,True,0.0,20.0,100,32,True,True,2,32,2,10,10,100,0.1,L1,0.1,0.95,0.09,0.09,-0.00055404040404,-0.00049797979798,99.0,0.09
GQ,True,2.0,100.0,0,30,False,True,11,30,2,14,14,100,0.0001,L1,0.01,1.22,0.04,1.16,-0.000332231404959,0.00235858585859,1.0,0.63
GQ,True,1.0,10.0,0,63,True,True,2,63,2,60,60,100,0.01,L2,0.0001,0.97,0.32,0.38,-0.000271212121212,-0.00036868686868699995,99.0,0.38
GQ,True,0.0,100.0,1000,45,False,True,21,45,2,28,28,100,0.01,L2,0.1,1.64,0.01,0.01,-7.6911976912e-05,-5.68181818182e-05,99.0,0.01
GQ,True,1.0,10.0,0,72,False,True,18,72,2,27,27,100,1.0,L2,0.01,1.47,0.09,0.72,-0.000492985409652,0.00138762626263,-inf,inf
GQ,True,1.0,50.0,0,15,True,True,2,15,2,5,5,100,0.01,L1,0.01,1.03,0.19,1.51,-0.00110757575758,0.005755555555560001,-inf,inf
GQ,True,2.0,100.0,100,82,True,True,2,82,2,11,11,100,0.001,L1,0.001,0.93,0.33,0.94,-0.0007424242424239999,0.000991919191919,1.0,0.83
GQ,True,2.0,20.0,100,67,True,True,2,67,2,60,60,100,0.0001,L1,0.001,1.04,0.08,2.62,-0.000203535353535,0.00236868686869,1.0,2.34
GQ,True,0.0,5.0,0,36,False,True,16,36,2,15,15,100,0.1,L2,0.001,1.33,0.14,0.15,-0.0006433712121209999,-0.000660942760943,99.0,0.15
GQ,True,0.0,100.0,100,5,False,True,21,5,2,5,5,500,0.1,L2,0.1,9.42,0.01,0.01,-2.97661990648e-05,-1.85571142285e-05,499.0,0.01
GQ,True,2.0,5.0,100,69,False,True,7,69,2,1,1,100,0.1,L2,0.0001,1.11,0.32,1.39,-0.000441991341991,9.89898989898e-05,26.0,1.38
GQ,True,0.0,100.0,100,43,False,True,21,43,2,9,9,100,1.0,L2,0.1,1.48,0.02,0.01,-0.000171524771525,-0.000126262626263,99.0,0.01
GQ,True,2.0,10.0,0,42,False,True,9,42,2,23,23,100,0.1,L2,0.01,1.26,0.06,0.4,-0.000145791245791,0.00186212121212,48.0,0.35
GQ,True,2.0,20.0,1000,7,False,True,11,7,2,2,2,100,0.01,L1,0.1,1.18,0.03,2.52,-0.00015316804407700002,0.0172015151515,1.0,0.42
GQ,True,1.0,5.0,1000,88,True,True,2,88,2,49,49,100,0.001,L2,0.01,1.12,0.01,0.01,-0.000129292929293,-4.84848484848e-05,99.0,0.01
GQ,True,1.0,5.0,100,90,False,True,15,90,2,22,22,100,0.001,L2,0.001,1.39,0.05,1.49,-0.000423164983165,0.00285925925926,-inf,inf
GQ,True,2.0,50.0,100,32,False,True,11,32,2,20,20,100,0.1,L1,0.001,1.31,0.17,0.87,-0.0008545454545449999,-0.00023097643097599998,2.0,0.85
GQ,True,1.0,5.0,0,2,False,True,15,2,2,1,1,100,0.1,L2,0.0001,1.31,0.64,0.66,-0.000333400673401,-0.000312121212121,99.0,0.66
GQ,True,0.0,50.0,100,41,False,True,21,41,2,22,22,100,0.001,L1,0.0001,1.52,0.41,0.93,-0.00268523328523,-0.000868181818182,99.0,0.93
GQ,True,2.0,20.0,100,58,True,True,2,58,2,13,13,100,0.0001,L2,0.01,1.02,0.02,1.72,-0.000141919191919,0.00181616161616,-inf,inf
GQ,True,2.0,50.0,0,19,True,True,2,19,2,8,8,100,0.1,L1,0.001,1.07,0.34,0.34,-0.00123484848485,-0.00120707070707,99.0,0.34
GQ,True,0.0,5.0,100,35,False,True,16,35,2,25,25,100,0.01,L1,0.001,1.48,0.15,0.59,-0.00117411616162,0.0016138047138,25.0,0.47
GQ,True,2.0,20.0,0,26,True,True,2,26,2,7,7,100,0.001,L2,0.001,0.98,0.77,0.68,-0.0029959595959600004,-0.00060303030303,99.0,0.68
GQ,True,2.0,5.0,0,69,False,True,7,69,2,62,62,100,1.0,L2,0.0001,1.21,0.47,0.71,-0.00177893217893,-0.000363636363636,99.0,0.71
GQ,True,0.0,20.0,0,59,True,True,2,59,2,4,4,100,0.001,L1,0.1,0.99,0.04,1.6,-0.000256565656566,0.0038525252525300003,-inf,inf
GQ,True,2.0,50.0,1000,36,True,True,2,36,2,23,23,100,0.1,L2,0.0001,1.06,0.39,1.7,-0.000973232323232,-0.0006636363636370001,99.0,1.7
GQ,True,0.0,10.0,100,88,True,True,2,88,2,3,3,100,0.01,L1,0.0001,1.06,0.34,0.26,-0.000299494949495,-7.27272727273e-05,99.0,0.26
GQ,True,2.0,5.0,1000,56,False,True,7,56,2,37,37,100,0.0001,L2,0.0001,1.2,0.13,0.23,-0.000381240981241,-0.00014040404040399998,99.0,0.23
GQ,True,0.0,10.0,100,54,False,True,18,54,2,45,45,100,0.0001,L2,0.1,1.62,0.01,0.34,-6.93602693603e-05,0.00047474747474700004,1.0,0.18
GQ,True,0.0,20.0,0,88,True,True,2,88,2,79,79,100,0.001,L2,0.0001,1.01,0.23,0.05,-0.000716666666667,-6.938893903910002e-18,99.0,0.05
GQ,True,0.0,100.0,0,91,True,True,2,91,2,88,88,100,0.0001,L2,0.001,1.07,0.09,0.55,-0.0007060606060610001,0.000486868686869,-inf,inf
GQ,True,2.0,10.0,1000,28,True,True,2,28,2,3,3,100,0.001,L1,0.1,0.92,0.02,2.63,-0.000116161616162,0.00599494949495,-inf,inf
GQ,True,2.0,10.0,0,93,True,True,2,93,2,35,35,100,0.01,L2,0.1,1.11,0.0,0.01,-3.78787878788e-05,8.08080808081e-06,31.0,0.01
GQ,True,2.0,5.0,100,3,True,True,2,3,2,2,2,100,0.1,L2,0.1,1.03,0.08,0.09,-0.00039797979798,-0.000511111111111,99.0,0.09
GQ,True,1.0,100.0,100,34,True,True,2,34,2,1,1,100,0.1,L2,0.1,1.08,0.08,2.27,-0.00039848484848500004,0.0105858585859,-inf,inf
GQ,True,2.0,5.0,0,63,False,True,7,63,2,24,24,100,0.001,L1,0.1,1.1,0.02,3.04,-0.000178066378066,-0.00344242424242,99.0,3.04
GQ,True,2.0,20.0,1000,73,False,True,11,73,2,2,2,100,0.1,L1,0.1,1.29,0.1,0.14,-0.000953443526171,-0.00128181818182,99.0,0.14
GQ,True,0.0,5.0,1000,35,False,True,16,35,2,8,8,100,1.0,L2,0.001,1.31,0.39,0.49,-0.000883775252525,-0.00195925925926,99.0,0.49
GQ,True,1.0,5.0,0,6,True,True,2,6,2,5,5,100,0.001,L2,0.001,1.06,0.4,1.03,-0.00212171717172,-0.00231919191919,99.0,1.03
GQ,True,0.0,10.0,1000,52,False,True,18,52,2,23,23,100,0.1,L1,0.1,1.49,0.02,0.01,-0.00017502805836099996,-0.000141666666667,99.0,0.01
GQ,True,2.0,10.0,100,69,True,True,2,69,2,32,32,100,0.0001,L1,0.001,0.94,0.05,1.89,-0.000206565656566,0.000372727272727,1.0,1.84
GQ,True,2.0,50.0,0,45,True,True,2,45,2,3,3,100,0.0001,L1,0.0001,0.98,0.78,0.68,-0.00016767676767700002,-0.0001,99.0,0.68
GQ,True,2.0,10.0,100,58,False,True,9,58,2,16,16,100,1.0,L2,0.0001,1.2,0.41,0.64,-0.00188114478114,-0.0023631313131300003,99.0,0.64
GQ,True,1.0,20.0,100,90,False,True,19,90,2,88,88,100,0.1,L1,0.001,1.96,0.27,0.61,0.0010330143540700002,-0.00238964646465,4.0,0.6
GQ,True,1.0,20.0,100,34,False,True,19,34,2,18,18,100,1.0,L1,0.01,1.45,0.11,0.1,-0.000764912280702,-0.0007310606060610003,99.0,0.1
GQ,True,1.0,10.0,1000,17,False,True,18,17,2,13,13,100,1.0,L2,0.01,1.51,0.22,1.68,-0.00177687991021,0.008484595959600001,11.0,0.62
GQ,True,2.0,100.0,100,9,True,True,2,9,2,5,5,100,0.001,L2,0.0001,0.99,0.29,0.55,-0.000115151515152,3.03030303028e-06,3.0,0.54
GQ,True,0.0,20.0,0,19,True,True,2,19,2,7,7,100,0.01,L2,0.1,1.12,0.02,0.01,-0.000113131313131,-4.34343434343e-05,99.0,0.01
GQ,True,0.0,50.0,1000,37,False,True,21,37,2,9,9,100,1.0,L1,0.001,1.48,0.41,0.4,-0.0016767195767199998,-0.0015921717171700001,99.0,0.4
GQ,True,2.0,5.0,0,3,True,True,2,3,2,2,2,100,1.0,L1,0.01,1.09,0.42,1.19,-0.00176868686869,0.003658585858590001,-inf,inf
GQ,True,1.0,100.0,1000,83,False,True,20,83,2,32,32,100,0.001,L2,0.0001,1.56,0.21,0.75,-0.0013745454545499999,0.000333080808081,46.0,0.74
GQ,True,1.0,100.0,1000,91,True,True,2,91,2,70,70,100,0.001,L1,0.0001,1.01,0.21,0.09,-0.0007530303030299999,-0.00018888888888900004,99.0,0.09
GQ,True,0.0,20.0,1000,60,False,True,20,60,2,29,29,100,1.0,L1,0.01,1.65,0.1,0.76,-0.000739090909091,0.0017323232323199998,12.0,0.58
GQ,True,2.0,20.0,1000,63,False,True,11,63,2,48,48,100,1.0,L1,0.0001,1.32,0.63,0.78,-0.000698622589532,-0.000772222222222,4.0,0.74
GQ,True,2.0,10.0,0,89,True,True,2,89,2,30,30,100,0.0001,L1,0.01,1.05,0.04,1.12,-0.00027878787878799996,0.0007101010101010001,-inf,inf
GQ,True,0.0,5.0,100,43,False,True,16,43,2,38,38,100,0.0001,L2,0.1,1.41,0.01,0.05,-8.99621212121e-05,-0.000289898989899,99.0,0.05
GQ,True,0.0,5.0,1000,67,False,True,16,67,2,26,26,100,0.001,L1,0.0001,1.47,0.15,1.3,-0.0008444444444439997,0.00176464646465,-inf,inf
GQ,True,1.0,20.0,100,27,False,True,19,27,2,18,18,100,1.0,L1,0.1,1.48,0.02,0.01,-0.000159330143541,-0.000131060606061,99.0,0.01
GQ,True,0.0,100.0,1000,1,True,True,2,1,2,1,1,100,0.1,L1,0.01,1.13,0.4,0.4,-0.00163232323232,-0.0016303030302999998,99.0,0.4
GQ,True,2.0,100.0,100,87,False,True,11,87,2,81,81,100,0.001,L2,0.01,1.39,0.02,0.71,-0.000189807162534,0.0011111111111099998,3.0,0.43
GQ,True,0.0,100.0,100,5,False,True,21,5,2,5,5,500,0.1,L2,0.1,10.12,0.0,0.0,-5.60740528676e-06,-4.77955911824e-06,499.0,0.0
GQ,True,1.0,10.0,1000,75,True,True,4,75,2,17,17,100,0.1,L1,0.001,1.08,0.13,0.34,-0.000699747474747,-0.00110808080808,99.0,0.34
GQ,True,2.0,20.0,100,81,True,True,4,81,2,12,12,100,0.01,L2,0.01,1.01,0.07,0.11,-0.000569949494949,-0.0007323232323230001,99.0,0.11
GQ,True,0.0,5.0,0,6,True,True,4,6,2,5,5,100,0.01,L2,0.01,1.03,0.14,0.39,-0.00115,-0.00134343434343,99.0,0.39
GQ,True,1.0,20.0,100,76,False,True,27,76,2,15,15,100,0.0001,L1,0.01,1.65,0.02,1.28,-0.000168873924429,0.002677777777780001,-inf,inf
GQ,True,2.0,20.0,100,61,True,True,4,61,2,37,37,100,0.0001,L1,0.1,1.07,0.0,2.68,-4.54545454545e-05,0.00377373737374,-inf,inf
GQ,True,0.0,10.0,1000,73,True,True,5,73,2,17,17,100,0.01,L2,0.01,1.05,0.03,0.05,-0.000229898989899,-0.000131313131313,99.0,0.05
GQ,True,1.0,10.0,0,7,True,True,4,7,2,4,4,100,0.1,L1,0.01,1.09,0.13,0.85,-0.000271212121212,0.0062202020202,51.0,0.66
GQ,True,1.0,5.0,100,11,True,True,2,11,2,2,2,100,1.0,L2,0.001,0.97,0.56,0.21,-0.00189090909091,0.000491919191919,4.0,0.16
GQ,True,0.0,100.0,0,14,True,True,5,14,2,8,8,100,0.1,L1,0.001,1.09,0.25,0.3,-0.00132484848485,-0.00176363636364,99.0,0.3
GQ,True,1.0,50.0,0,7,False,True,28,7,2,5,5,100,0.1,L2,0.001,1.65,0.15,0.21,-0.000776875901876,-0.000226599326599,99.0,0.21
GQ,True,1.0,10.0,100,89,True,True,4,89,2,32,32,100,0.0001,L2,0.1,1.05,0.01,0.16,-9.62121212121e-05,-0.000413131313131,99.0,0.16
