source,binarize,gt,lt,vol,k,balance_labeled_data,vectorize_label,num_of_training_examples,features,outputs,h1,h2,epochs,Lambda,Reg,alpha,experiment_time,last_mean_training_loss,last_mean_validation_loss,last_mean_training_loss_slope,last_mean_validation_loss_slope,best_last_epoch,best_last_mean_validation_loss
GQ,True,0.0,50.0,100,35,True,True,5,35,2,17,17,100,1.0,L2,0.0001,1.06,0.34,0.29,-0.000555757575758,-5.55555555556e-05,99.0,0.29
GQ,True,0.0,5.0,1000,19,True,True,4,19,2,18,18,100,0.0001,L2,0.1,0.98,0.01,0.04,-0.00010378787878799996,-0.00022727272727300008,99.0,0.04
GQ,True,0.0,10.0,0,22,True,True,5,22,2,14,14,100,0.01,L2,0.1,1.06,0.02,3.36,-0.000131717171717,0.000392929292929,-inf,inf
GQ,True,1.0,5.0,100,44,True,True,2,44,2,38,38,100,0.001,L2,0.0001,0.94,0.22,0.24,-0.00040555555555599996,-0.00033030303030299996,99.0,0.24
GQ,True,2.0,20.0,0,71,True,True,4,71,2,6,6,100,0.1,L2,0.001,1.06,0.28,2.0,-0.00119848484848,0.000992929292929,1.0,1.85
GQ,True,2.0,10.0,1000,36,True,True,4,36,2,32,32,100,0.001,L1,0.0001,0.96,0.37,1.58,-0.00126136363636,0.0020030303030300002,-inf,inf
GQ,True,2.0,50.0,1000,28,True,True,4,28,2,26,26,100,0.01,L1,0.0001,1.03,0.43,0.75,-0.0013979797979800002,-0.00016464646464700006,99.0,0.75
GQ,True,2.0,5.0,1000,10,True,True,2,10,2,6,6,100,0.01,L2,0.01,0.93,0.14,0.12,-0.000662626262626,-0.000586868686869,99.0,0.12
GQ,True,1.0,10.0,100,1,True,True,4,1,2,1,1,100,0.0001,L1,0.1,0.97,0.03,0.51,-0.000233333333333,0.0012404040404,5.0,0.3
GQ,True,0.0,50.0,100,36,True,True,5,36,2,26,26,100,1.0,L2,0.0001,1.0,0.41,1.12,-0.00109757575758,0.000392929292929,10.0,1.07
GQ,True,0.0,100.0,0,76,True,True,5,76,2,53,53,100,0.1,L1,0.0001,1.04,0.33,0.31,-0.00226787878788,-0.00192727272727,99.0,0.31
GQ,True,0.0,50.0,1000,31,True,True,5,31,2,4,4,100,0.01,L1,0.01,1.07,0.07,0.19,-0.000505858585859,-0.0009434343434339999,99.0,0.19
GQ,True,2.0,100.0,0,59,True,True,4,59,2,40,40,100,1.0,L2,0.001,1.0,0.16,0.95,0.000226767676768,-0.0007090909090910001,99.0,0.95
GQ,True,0.0,100.0,0,62,True,True,5,62,2,46,46,100,0.01,L2,0.0001,1.08,0.46,0.77,-0.0029090909090900004,-0.00229393939394,99.0,0.77
GQ,True,0.0,5.0,0,49,True,True,4,49,2,29,29,100,0.001,L2,0.0001,0.92,0.78,0.43,-0.00355883838384,0.0008555555555560003,3.0,0.33
GQ,True,0.0,50.0,0,74,True,True,5,74,2,63,63,100,0.0001,L1,0.0001,1.08,0.22,1.29,-0.0008428282828280001,0.00364242424242,9.0,0.97
GQ,True,0.0,5.0,1000,47,True,True,4,47,2,5,5,100,1.0,L1,0.0001,1.0,0.58,0.27,-0.000899242424242,0.000178787878788,11.0,0.25
GQ,True,1.0,100.0,0,38,True,True,4,38,2,8,8,100,0.001,L2,0.0001,1.1,0.56,0.37,-0.0009083333333330001,0.0,99.0,0.37
GQ,True,0.0,5.0,0,1,True,True,4,1,2,1,1,100,1.0,L2,0.0001,0.93,1.08,1.05,-0.0005441919191919999,-0.0006616161616159997,99.0,1.05
GQ,True,0.0,50.0,100,24,True,True,5,24,2,8,8,100,0.001,L2,0.01,0.97,0.11,0.2,-0.000947272727273,-0.0006575757575760001,99.0,0.2
GQ,True,2.0,5.0,0,28,True,True,2,28,2,2,2,100,0.1,L2,0.01,0.91,0.26,0.67,-0.00130757575758,0.000967676767677,63.0,0.65
GQ,True,2.0,50.0,1000,89,True,True,4,89,2,66,66,100,1.0,L1,0.001,0.99,0.49,0.56,0.000712878787879,-4.74747474748e-05,21.0,0.46
GQ,True,0.0,20.0,100,6,True,True,5,6,2,2,2,100,1.0,L1,0.0001,1.04,0.36,1.02,1.55555555555e-05,0.00013636363636399998,5.0,1.0
GQ,True,0.0,50.0,0,63,True,True,5,63,2,34,34,100,0.0001,L1,0.001,0.99,0.11,1.02,-0.000932525252525,0.00236565656566,-inf,inf
GQ,True,2.0,20.0,0,51,True,True,4,51,2,41,41,100,0.001,L1,0.0001,1.04,0.32,0.48,-0.0013237373737399998,0.00016262626262600002,3.0,0.46
GQ,True,2.0,100.0,100,8,True,True,4,8,2,3,3,100,0.01,L2,0.001,0.97,0.62,0.78,-0.00106414141414,0.00110606060606,2.0,0.67
GQ,True,1.0,100.0,100,35,True,True,4,35,2,16,16,100,0.1,L1,0.1,1.02,0.06,3.28,-0.000488131313131,0.0099696969697,8.0,1.86
GQ,True,0.0,50.0,100,74,True,True,5,74,2,63,63,100,0.0001,L2,0.001,1.01,0.06,0.33,-0.000513131313131,-0.0010202020202,99.0,0.33
GQ,True,0.0,50.0,1000,80,True,True,5,80,2,27,27,100,0.1,L2,0.1,1.07,0.03,0.14,-4.54545454545e-05,-0.00115353535354,99.0,0.14
GQ,True,2.0,5.0,0,41,True,True,2,41,2,2,2,100,1.0,L1,0.1,0.94,0.11,2.72,-0.000816161616162,0.0094202020202,-inf,inf
GQ,True,2.0,100.0,0,31,True,True,4,31,2,15,15,100,0.001,L1,0.1,1.04,0.01,2.87,-0.00010909090909100003,0.000861616161616,-inf,inf
GQ,True,1.0,50.0,0,44,True,True,4,44,2,11,11,100,0.001,L2,0.0001,1.04,0.63,0.52,-0.00174823232323,-0.000946464646465,99.0,0.52
GQ,True,2.0,100.0,1000,14,True,True,4,14,2,3,3,100,0.001,L2,0.001,1.04,0.49,0.74,-0.0021979797979800003,-0.00143232323232,99.0,0.74
GQ,True,0.0,50.0,100,41,True,True,5,41,2,28,28,100,0.001,L1,0.01,1.06,0.03,0.03,-0.000347070707071,-0.00021616161616199998,99.0,0.03
GQ,True,1.0,50.0,1000,59,True,True,4,59,2,29,29,100,1.0,L2,0.1,1.11,0.06,3.41,-0.000514393939394,0.00946161616162,1.0,1.23
GQ,True,0.0,5.0,1000,77,True,True,4,77,2,56,56,100,0.1,L2,0.1,1.17,0.05,2.0,-0.000174747474747,0.0138151515152,-inf,inf
GQ,True,0.0,100.0,0,45,True,True,5,45,2,43,43,100,0.1,L1,0.001,1.09,0.16,0.88,-0.00108767676768,-0.00167373737374,99.0,0.88
GQ,True,2.0,10.0,1000,23,True,True,4,23,2,15,15,100,0.001,L1,0.001,1.05,0.41,0.59,-0.00280252525253,-0.0034393939393899996,99.0,0.59
GQ,True,2.0,10.0,0,14,True,True,4,14,2,4,4,100,1.0,L2,0.01,0.98,0.34,0.35,-0.00196868686869,-0.00204848484848,99,0.35
